Historical_Disaster_ID,CNN_Cosine_Similarity
FL_2014_000059_SRB,0.83505774
FL_2005_000104_IND,0.82234395
FL_2007_000153_GHA,0.81505656
FL_1997_000337_IND,0.81227434
FL_1999_000213_IND,0.80774796
FL_1999_000235_IRN,0.7987979
FL_1998_000392_IND,0.7965853
FL_2017_000054_BFA,0.7945971
FL_2006_000120_BFA,0.7889484
FL_2012_000110_IND,0.78888106
FL_2007_000083_IND,0.7877193
FL_2009_000186_TCD,0.78629076
FL_2011_000106_GHA,0.7822515
FL_2004_000020_KEN,0.7806915
FL_2019_000052_SRB,0.7801108
FL_2018_000077_CIV,0.77681017
FL_2000_000444_IND,0.77637947
FL_2006_000112_ETH,0.77595496
FL_2015_000064_IND,0.7742314
FL_2010_000161_MYS,0.7720256
FL_2013_000104_MLI,0.77191174
FL_2013_000070_IND,0.77071714
FL_2010_000150_MEX,0.7706721
FL_2010_000049_AGO,0.7699401
FL_2008_000217_KEN,0.7693409
FL_2013_000038_KEN,0.7667626
FL_2022_000287_TCD,0.76423275
FL_2012_000172_MLI,0.7641982
FL_2007_000093_SDN,0.7638922
FL_2013_000055_UGA,0.76311004
FL_2001_000332_IND,0.762393
FL_2021_000061_MYS,0.7619376
FL_2020_000161_BGD,0.7602371
FL_2002_000265_KEN,0.75958174
FL_2010_000046_MOZ,0.75913626
FL_2018_000030_KEN,0.7590617
FL_2011_000190_AGO,0.7578402
FL_2010_000195_MLI,0.75767225
FL_2022_000356_ETH,0.7574295
FL_2011_000084_IND,0.75730217
FL_2022_000217_BGD,0.7572027
FL_2003_000196_ARG,0.75618654
FL_2007_000189_NIC,0.7554517
FL_2019_000084_IND,0.75544536
FL_2006_000018_IRQ,0.75489736
FL_2020_000164_IND,0.75448567
FL_2006_000070_IND,0.7540927
FL_2007_000139_KEN,0.7534069
FL_2016_000050_LKA,0.7526325
FL_2014_000098_SDN,0.75220144
FL_2014_000168_MYS,0.75218976
FL_2012_000129_SDN,0.75196147
FL_2012_000125_PHL,0.7510824
FL_2006_000001_IDN,0.7507677
FL_2008_000089_IND,0.74991685
FL_2009_000132_GHA,0.74934846
FL_2011_000181_VEN,0.74898016
FL_2017_000095_GHA,0.74859405
FL_2004_000116_CAF,0.74768716
FL_2022_000213_IND,0.74740565
FL_2009_000135_MEX,0.7470795
FL_1998_000165_CHN,0.74655914
FL_2011_000159_MEX,0.74568737
FL_2009_000140_MNG,0.7450014
FL_2019_000163_UGA,0.7444818
FL_2011_000049_IRQ,0.744302
FL_2002_000373_GHA,0.74406487
FL_2002_000510_MEX,0.7438704
FL_2008_000154_MEX,0.7436849
FL_2010_000012_EGY,0.7436446
FL_2021_000153_UGA,0.7429848
FL_2007_000076_KEN,0.7429297
FL_2019_000064_SDN,0.742633
FL_2010_000174_KEN,0.74257636
FL_2016_000060_IND,0.74194264
FL_2017_000064_IND,0.74192405
FL_2019_000067_UGA,0.74159753
FL_2009_000087_VUT,0.7412548
FL_2022_000278_MNG,0.74113995
FL_2008_000205_IDN,0.7404939
FL_2002_000374_IND,0.7401095
FL_2011_000133_MEX,0.7398977
FL_2005_000176_BGD,0.7397622
FL_2019_000138_KEN,0.73961234
FL_2011_000118_GTM,0.7395721
FL_2009_000245_SRB,0.7395227
FL_2006_000145_GIN,0.73891115
FL_2019_000135_GHA,0.7388309
FL_2008_000092_KEN,0.73872757
FL_2007_000132_BFA,0.7385851
FL_2023_000001_COG,0.73826456
FL_2006_000029_NAM,0.7376356
FL_2017_000002_MYS,0.73743033
FL_2005_000051_AGO,0.73740613
FL_2001_000390_POL,0.73724705
FL_2019_000034_BOL,0.73703873
FL_2006_000046_KEN,0.736756
FL_2021_000161_IND,0.7364381
FL_2001_000417_SDN,0.7359903
FL_2001_000314_GHA,0.73566073
FL_2011_000198_PER,0.73555714
FL_2003_000316_IND,0.73474264
FL_2015_000081_PHL,0.734215
FL_2018_000154_GHA,0.7334813
FL_2012_000062_KEN,0.73339593
