Historical_Disaster_ID,CNN_Cosine_Similarity,Graph_Cosine_Similarity,Domain_Rank,Boost_Factor,Final_Alpha_Weight
FL_2013_000095_PHL,0.7359729,0.5482639092179734,4.0,1.0714285714285714,0.7885423928571429
FL_2014_000079_PHL,0.7184812,0.5655305226723037,2.0,1.0833333333333333,0.7783546333333333
FL_1999_000253_PHL,0.7201219,0.5574397156858166,3.0,1.0769230769230769,0.7755158923076922
FL_1993_000013_PHL,0.7154995,0.510873490403387,5.0,1.0666666666666667,0.7631994666666666
FL_2016_000084_PHL,0.6848165,0.5710131068256978,1.0,1.0909090909090908,0.7470725454545455
FL_2011_000091_BEN,0.6772026,-0.026313610731008297,1516.0,1.0006553079947575,0.6776463762778506
FL_2007_000125_PHL,0.6667241,0.15111632592288354,208.0,1.0045871559633028,0.6697824674311927
FL_2010_000125_IND,0.6385133,0.1911042356712891,59.0,1.0144927536231885,0.647767115942029
FL_2008_000125_SDN,0.6178174,0.09038795902802085,836.0,1.0011820330969268,0.6185476806146573
FL_1995_000012_PHL,0.6139562,0.15409318423520116,188.0,1.005050505050505,0.6170569888888888
FL_2011_000084_IND,0.60900664,0.1264343994173852,386.0,1.0025252525252526,0.6105445355555557
FL_2010_000118_GHA,0.6040245,0.02197479812614322,1422.0,1.0006983240223464,0.6044463048184358
FL_2012_000110_IND,0.60246027,0.09616594774230305,768.0,1.0012853470437018,0.6032346405269923
FL_2019_000084_IND,0.59627616,0.1793754508991067,84.0,1.0106382978723405,0.6026195234042554
FL_2003_000316_IND,0.59822845,0.09152272859742101,820.0,1.0012048192771084,0.5989492071686747
FL_2008_000074_BFA,0.5876923,0.10932667181916478,594.0,1.0016556291390728,0.5886653004966886
FL_2019_000094_GTM,0.58632123,0.07497380814668031,1020.0,1.0009708737864078,0.5868904739126214
FL_2018_000128_SDN,0.5833079,0.12730483552615862,376.0,1.0025906735751295,0.5848190603626943
FL_2005_000129_SDN,0.5778392,0.09641408073564772,764.0,1.0012919896640826,0.5785857622739018
FL_1997_000207_SYC,0.5772356,0.07313635310568828,1035.0,1.000956937799043,0.5777879785645933
FL_1998_000329_BEN,0.57681584,0.06085973048911382,1149.0,1.000862812769629,0.5773135240724763
FL_2000_000444_IND,0.5750689,0.13479158019337256,308.0,1.0031446540880504,0.5768772927672956
FL_2009_000122_IND,0.5707026,0.04424473328956739,1287.0,1.0007710100231304,0.5711426174248265
FL_2010_000139_SDN,0.5690249,0.0672043204977916,1098.0,1.0009025270758123,0.5695384603790613
FL_2015_000064_IND,0.56703347,0.1076293768083054,617.0,1.0015948963317385,0.567937829601276
FL_2011_000108_SEN,0.56508625,0.054175632996382304,1195.0,1.0008298755186722,0.5655552012448133
FL_2020_000164_IND,0.5640224,0.10851126007533014,604.0,1.001628664495114,0.564941003257329
FL_2013_000125_BFA,0.56076306,0.16246503198950346,148.0,1.0063291139240507,0.5643121932911392
FL_2016_000102_SEN,0.5629263,0.08978445264169495,846.0,1.0011682242990654,0.563583924182243
FL_2021_000061_MYS,0.5579525,0.1384631810353291,285.0,1.0033898305084745,0.5598438644067796
FL_2012_000063_RUS,0.55762744,0.047917844249381836,1253.0,1.0007917656373713,0.5580689502454473
FL_1998_000392_IND,0.55629766,0.1056510390139391,635.0,1.0015503875968992,0.5571601369922481
FL_2013_000070_IND,0.5546683,0.06937811382032369,1076.0,1.0009208103130756,0.5551790442909761
FL_2010_000136_YEM,0.5478264,0.18591179531173224,71.0,1.0123456790123457,0.5545896888888889
FL_2018_000425_LKA,0.5519916,0.0658870448964698,1113.0,1.0008904719501335,0.5524831330365093
FL_2014_000123_SSD,0.5495318,0.1292762889949009,355.0,1.0027397260273974,0.5510373665753425
FL_2001_000521_TCD,0.54907,0.11178153801119346,566.0,1.0017361111111112,0.5500232465277778
FL_2010_000072_RUS,0.5459714,0.10400870449316202,666.0,1.0014792899408285,0.54677905
FL_2014_000070_LKA,0.5449938,0.10187338665784605,699.0,1.001410437235543,0.5457624795486601
FL_2009_000087_VUT,0.53925693,0.17600275280336156,97.0,1.0093457943925233,0.5442967143925233
FL_2000_000438_KHM,0.5428562,0.02702841275530117,1392.0,1.0007132667617689,0.5432434012838802
FL_2008_000095_SUR,0.5421442,0.1032791838804511,679.0,1.0014513788098693,0.5429310566037735
FL_2022_000276_GMB,0.53886247,0.042741482411910496,1300.0,1.000763358778626,0.5392738153969465
FL_2000_000038_PHL,0.51809555,0.2395619156395703,16.0,1.0384615384615385,0.5380223019230769
FL_2008_000089_IND,0.530226,0.1897601628568812,62.0,1.0138888888888888,0.5375902499999999
FL_2019_000098_CAF,0.5344945,0.06340943204087084,1130.0,1.000877192982456,0.5349633548245614
FL_2016_000061_RUS,0.53348225,0.05933082837942781,1161.0,1.0008539709649873,0.5339378283518361
FL_2009_000120_BWA,0.53286994,0.023317283623960627,1415.0,1.0007017543859649,0.5332438838175438
FL_1997_000337_IND,0.5291674,0.13252794674196225,325.0,1.0029850746268656,0.5307470041791044
FL_2007_000131_SEN,0.5283658,0.11762514731489376,489.0,1.002004008016032,0.5294246492985971
FL_2003_000196_ARG,0.528863,0.058005411529169194,1175.0,1.0008438818565402,0.5293092978902953
FL_2017_000137_SSD,0.52777934,0.09629029535935138,767.0,1.0012870012870012,0.5284585926898326
FL_2019_000052_SRB,0.527374,0.03157957468920816,1375.0,1.0007220216606498,0.5277547754512636
FL_2000_000806_FJI,0.52581286,0.11959476438866672,470.0,1.0020833333333334,0.5269083034583334
FL_2002_000374_IND,0.52627164,0.07697607914047587,1003.0,1.0009871668311945,0.5267911579072063
FL_2006_000130_KHM,0.5238054,0.08059978923547828,962.0,1.0010288065843622,0.5243442944444444
FL_1999_000259_KHM,0.5232518,0.0860850337356936,895.0,1.0011049723756906,0.5238299787845304
FL_1997_000199_BEN,0.52289593,0.09735119056904805,750.0,1.0013157894736842,0.5235839509605263
FL_2011_000067_PHL,0.5116353,0.21659379078043836,34.0,1.0227272727272727,0.523263375
FL_2021_000057_LKA,0.52269447,0.045767146892936025,1270.0,1.00078125,0.5231028250546875
FL_1999_000265_TCD,0.5211819,0.1049214717315935,642.0,1.0015337423312884,0.5219812587423314
FL_2010_000092_LKA,0.52091146,0.08256384811951686,932.0,1.0010615711252655,0.5214644445647559
FL_2021_000097_BGD,0.5196525,0.12935331503917152,354.0,1.0027472527472527,0.5210801167582417
FL_2016_000089_SEN,0.5202782,0.06845515470740678,1086.0,1.0009124087591241,0.5207529063868613
FL_2007_000151_TCD,0.52021015,0.03187396660913142,1372.0,1.0007235890014472,0.5205865683429812
FL_2018_000154_GHA,0.5196967,0.0884692491757351,869.0,1.0011376564277588,0.52028793629124
FL_2006_000156_TUR,0.5184028,0.12297800711227169,420.0,1.0023255813953489,0.5196083879069768
FL_2003_000368_SDN,0.5163804,0.1598215126617123,164.0,1.0057471264367817,0.5193481034482759
FL_2020_000212_KHM,0.5166842,0.09973995874234427,724.0,1.0013623978201636,0.517388129427793
FL_2001_000332_IND,0.5143673,0.15590922245426683,180.0,1.0052631578947369,0.5170744963157895
FL_2019_000118_SEN,0.5157558,0.05847161088287649,1170.0,1.0008474576271187,0.5161928811864407
FL_2011_000187_COD,0.5154898,0.027748369542033045,1388.0,1.0007153075822603,0.5158585337625179
FL_2016_000025_SRB,0.5147157,0.07900315915339935,986.0,1.001004016064257,0.5152324828313253
FL_2022_000290_SEN,0.5135063,0.09233148993485102,813.0,1.0012150668286757,0.514130244471446
FL_2006_000123_SDN,0.51309836,0.09654633976675572,763.0,1.001293661060802,0.5137621353686934
FL_2020_000132_UGA,0.51208264,0.1002511081479402,717.0,1.0013755158184319,0.5127870177716644
FL_2002_000510_MEX,0.50915164,0.12097878802125642,456.0,1.002145922746781,0.5102442400858369
FL_2020_000128_KEN,0.5074647,0.1253897131312006,394.0,1.0024752475247525,0.5087208007425742
FL_2012_000175_GMB,0.5074734,0.1069375276843754,622.0,1.0015822784810127,0.5082763642405063
FL_2009_000127_BEN,0.50640607,0.02718367595928113,1391.0,1.0007137758743754,0.5067675304354032
FL_2020_000200_BFA,0.5049317,0.1131147829101937,544.0,1.0018050541516246,0.5058431290613719
FL_2008_000154_MEX,0.50541276,0.04561422412602951,1272.0,1.000780031201248,0.5058069977223089
FL_2010_000046_MOZ,0.505009,0.09506425762445064,778.0,1.001269035532995,0.5056498743654823
FL_2010_000049_AGO,0.5050853,0.08014954546971367,972.0,1.0010183299389002,0.5055996434826884
FL_2019_000062_SSD,0.5048569,0.09911688527381897,729.0,1.0013531799729365,0.5055400622462789
FL_2010_000208_RUS,0.5051502,-0.02018561119082022,1504.0,1.000660501981506,0.5054838527080582
FL_2008_000102_CIV,0.5017953,0.07283517556672144,1043.0,1.0009496676163343,0.5022718387464388
FL_2018_000028_BWA,0.501449,0.08209169213435771,939.0,1.0010537407797682,0.501977397260274
FL_2011_000038_KAZ,0.5008673,0.11109128279386865,573.0,1.0017152658662092,0.5017264205831904
FL_2013_000076_PRY,0.49830818,0.1490199025830858,217.0,1.0044052863436124,0.5005033702202644
FL_2011_000118_GTM,0.4985205,0.08791921438169854,877.0,1.0011273957158964,0.4990825298759865
FL_2019_000160_COG,0.4972574,0.14031631732070704,270.0,1.0035714285714286,0.4990333192857143
FL_2009_000268_AGO,0.4889094,0.20564238335109525,42.0,1.0192307692307692,0.4983115038461538
FL_2010_000107_PHL,0.48029375,0.2387695994128165,17.0,1.037037037037037,0.4980824074074074
FL_2016_000080_BFA,0.49630028,0.12800924652971649,366.0,1.002659574468085,0.49762022755319146
FL_1999_000213_IND,0.49634707,0.10614708419490054,629.0,1.001564945226917,0.4971238259780908
FL_2009_000166_SDN,0.4966181,0.07267482270480403,1046.0,1.0009469696969697,0.4970883822916667
FL_2007_000132_BFA,0.49367586,0.16092595449402589,158.0,1.005952380952381,0.4966144067857143
FL_1999_000161_LKA,0.49557185,0.09221798029855592,815.0,1.0012121212121212,0.49617254315151516
FL_2006_000070_IND,0.49473515,0.04098383283601851,1315.0,1.0007547169811322,0.495108535018868
FL_2008_000166_GTM,0.49426574,-0.01287254104621126,1500.0,1.0006622516556292,0.4945930683046358
FL_2005_000038_MDG,0.49242264,0.14173788534331577,257.0,1.00374531835206,0.49426691955056185
FL_2021_000007_SYR,0.49302477,0.12234873331703836,432.0,1.002262443438914,0.4941402106561086
FL_2011_000120_SDN,0.49234027,0.1403711075283583,269.0,1.003584229390681,0.49410493046594983
FL_2016_000072_SDN,0.49256277,0.104612580085027,651.0,1.0015128593040847,0.49330794816944024
FL_2021_000145_BEN,0.49232835,0.11410457529141943,533.0,1.0018416206261511,0.493235032044199
FL_2007_000153_GHA,0.4918542,0.126445061606664,385.0,1.0025316455696203,0.49309940050632917
FL_2009_000172_BFA,0.4915164,0.06744865941255364,1094.0,1.0009057971014492,0.49196161413043477
FL_2008_000086_MEX,0.4910779,0.0907330775575999,832.0,1.001187648456057,0.49166112790973865
FL_2015_000081_PHL,0.48122382,0.2068088223193741,39.0,1.0204081632653061,0.49104471428571433
FL_2001_000417_SDN,0.48918533,0.0534326586477162,1203.0,1.0008244023083264,0.48958861551525135
FL_2019_000131_CIV,0.48818028,0.11534490583165712,514.0,1.001908396946565,0.48911192175572527
FL_2017_000088_SDN,0.48655236,0.042737403574687666,1301.0,1.0007627765064837,0.48692349070938223
FL_2013_000098_NER,0.48381498,0.13738718128324204,294.0,1.0032894736842106,0.4854064766447369
FL_2020_000176_SDN,0.4844227,0.10815165189503848,606.0,1.0016233766233766,0.485209100487013
FL_2010_000150_MEX,0.48266214,0.13726033814079308,295.0,1.0032786885245901,0.4842446388196721
FL_2008_000079_LKA,0.4833246,0.04950272896532598,1238.0,1.0008012820512822,0.4837118793269231
FL_2003_000229_LKA,0.48226804,0.11087606636427404,575.0,1.0017094017094017,0.4830924298119658
FL_2019_000032_BOL,0.4806161,0.15368948072100966,191.0,1.0049751243781095,0.4830072248756219
FL_2012_000056_PRY,0.4818886,0.08858134860489354,866.0,1.0011415525114156,0.4824387011415525
FL_2021_000095_MMR,0.48097566,0.12735628671600752,373.0,1.0026109660574412,0.48223147112271536
FL_2002_000373_GHA,0.48169553,0.029868347282672424,1382.0,1.0007183908045978,0.48204157563936784
FL_2000_000375_CHL,0.48048884,0.03067042805345479,1378.0,1.0007204610951008,0.4808350135158501
FL_2011_000129_MLI,0.4795064,0.09840772085684893,738.0,1.0013368983957218,0.48014745133689835
FL_2006_000151_PAN,0.4795096,0.04196732225755212,1306.0,1.000759878419453,0.4798739689969605
FL_2021_000110_YEM,0.4789456,0.05222192098059014,1218.0,1.000814332247557,0.4793356208469055
FL_2019_000022_IRN,0.47612274,0.16344071621499223,141.0,1.0066225165562914,0.4792758707284768
FL_2004_000116_CAF,0.4783447,0.09702428835530005,757.0,1.001303780964798,0.478968356714472
FL_2020_000192_TCD,0.47761604,0.12422501303850826,408.0,1.0023923444976077,0.4787586621052632
FL_2017_000130_GTM,0.4781234,0.06828909281458878,1090.0,1.000909090909091,0.47855805763636367
FL_2020_000198_SEN,0.47768942,0.11342081226962428,542.0,1.0018115942028984,0.47855479938405787
FL_2008_000191_HND,0.47751924,0.11315039188177194,543.0,1.0018083182640145,0.4783827467631103
FL_2005_000169_FJI,0.47477794,0.1658085738618998,129.0,1.0071942446043165,0.4781936086330935
FL_1997_000144_CHN,0.47763056,0.0313621786542365,1376.0,1.0007215007215007,0.47797517079365076
FL_2007_000044_ARG,0.47744727,0.0551406002088349,1189.0,1.0008340283569641,0.47784547456213505
FL_2008_000205_IDN,0.4729396,0.17231932122731805,104.0,1.0087719298245614,0.4770881929824562
FL_2001_000485_KHM,0.47641578,0.09907902920249533,731.0,1.001349527665317,0.4770587162753036
FL_2007_000126_PRK,0.47445035,0.15403026303760003,189.0,1.0050251256281406,0.4768345226130653
FL_1997_000299_PRY,0.476236,0.0306123117252479,1379.0,1.0007199424046076,0.4765788624910007
FL_2020_000196_NGA,0.47502473,0.11645749374873267,502.0,1.001953125,0.47595251267578126
