Historical_Disaster_ID,CNN_Cosine_Similarity,Graph_Cosine_Similarity,Domain_Rank,Boost_Factor,Final_Alpha_Weight
FL_2021_000039_BDI,0.7375853,0.9993602226765154,3.0,1.0769230769230769,0.7943226307692307
FL_2009_000075_BDI,0.6840088,0.9993831969887215,2.0,1.0833333333333333,0.7410095333333333
FL_2020_000054_BDI,0.67351604,0.9992724256439541,4.0,1.0714285714285714,0.7216243285714286
FL_2008_000187_BDI,0.67064965,0.9992179373500211,5.0,1.0666666666666667,0.7153596266666666
FL_2015_000176_BDI,0.6175171,0.9994558807946374,1.0,1.0909090909090908,0.6736550181818182
FL_2014_000019_BDI,0.6079745,0.9983821432943758,11.0,1.0476190476190477,0.6369256666666667
FL_2006_000190_BDI,0.55206007,0.9989422573705287,6.0,1.0625,0.586563824375
FL_2011_000037_BDI,0.55018306,0.9985649334594882,10.0,1.05,0.577692213
FL_2009_000089_BRA,0.53099203,0.3654043041418542,984.0,1.0010060362173039,0.5315262272132797
FL_2019_000167_BDI,0.49072343,0.9981523162201658,13.0,1.0434782608695652,0.5120592313043478
FL_2019_000011_IDN,0.47459638,0.3961763628552792,829.0,1.0011918951132301,0.4751620491060787
FL_2009_000203_USA,0.4686825,0.4077443292735228,755.0,1.0013071895424837,0.4692951568627451
FL_2019_000083_NPL,0.4560257,0.5796217635608295,138.0,1.0067567567567568,0.45910695472972973
FL_2020_000242_COL,0.45835772,0.356174346432611,1038.0,1.0009541984732824,0.4587950842366412
FL_2019_000160_COG,0.4565698,0.35305633995026003,1062.0,1.0009328358208955,0.45699570466417916
FL_2020_000206_COD,0.45241636,0.2601188449734596,1284.0,1.000772797527048,0.45276598624420406
FL_2005_000020_COL,0.45199504,0.3305743194392302,1137.0,1.000871839581517,0.4523891071665214
FL_2013_000030_COL,0.45049,0.3436515632369844,1096.0,1.0009041591320071,0.4508973146473779
FL_2006_000127_NPL,0.44853878,0.5645175364720809,203.0,1.0046948356807512,0.45064459586854466
FL_2013_000145_COL,0.44362313,0.390369134409853,854.0,1.0011574074074074,0.44413658269675926
FL_2019_000181_IDN,0.4387081,0.4380861230166446,592.0,1.0016611295681064,0.4394368509966778
FL_2018_000058_COL,0.4385475,0.35833922694252485,1029.0,1.0009624639076036,0.43896958614051973
FL_2003_000220_NAM,0.4350147,0.4994938009064271,376.0,1.0025906735751295,0.4361416810880829
FL_2010_000062_COD,0.43328106,0.2652059821240784,1276.0,1.000777604976672,0.4336179815085537
FL_2003_000341_NPL,0.430381,0.5809910143030877,134.0,1.0069444444444444,0.43336975694444446
FL_2000_000476_NPL,0.42819574,0.5800377206085716,135.0,1.006896551724138,0.4311488140689655
FL_2007_000025_FJI,0.42924392,0.36940505123546846,964.0,1.0010266940451746,0.4296846221765914
FL_2002_000607_ALB,0.42401677,0.39663169390176223,824.0,1.001199040767386,0.4245251833932854
FL_2003_000578_COL,0.42334008,0.32596538443854783,1149.0,1.000862812769629,0.42370534322691983
FL_2014_000163_COL,0.42261386,0.3223978003344337,1159.0,1.0008554319931566,0.4229753774165954
FL_2006_000044_COL,0.42097467,0.31359781088277616,1176.0,1.0008431703204048,0.4213296233473862
FL_2007_000068_COL,0.420562,0.37230434573692617,949.0,1.0010427528675705,0.4210005422314912
FL_2019_000108_MRT,0.42013752,0.43829649672366644,590.0,1.0016666666666667,0.4208377492
FL_2018_000144_PRK,0.4198271,0.3152508990155225,1174.0,1.0008445945945945,0.4201816836993243
FL_2008_000076_COL,0.41765243,0.36177599887499917,1009.0,1.000981354268891,0.41806229499509323
FL_2008_000104_NPL,0.4160506,0.5606179364840412,221.0,1.0043290043290043,0.41785168484848484
FL_1999_000233_SVK,0.41636354,0.4261753508343909,660.0,1.001492537313433,0.416984978119403
FL_2005_000051_AGO,0.4153954,0.383910165016665,884.0,1.0011185682326622,0.415860048098434
FL_2019_000153_COD,0.41441572,0.21408842819099855,1382.0,1.0007183908045978,0.4147134324425288
FL_1998_000221_NPL,0.41229832,0.567167018753558,188.0,1.005050505050505,0.4143806347474747
FL_2011_000187_COD,0.41308737,0.19165432454693732,1432.0,1.0006934812760055,0.41337383835644936
FL_2004_000051_NPL,0.4101224,0.5883996341539345,118.0,1.0078125,0.41332648125
FL_2021_000209_MYS,0.41025144,0.5260111790225812,332.0,1.0029239766081872,0.41145100561403514
FL_1999_000247_KOR,0.41086528,0.3850958925130997,880.0,1.001123595505618,0.41132692638202245
FL_2002_000478_PRK,0.41002905,0.3397928855182735,1105.0,1.0008968609865472,0.410396789058296
FL_1999_000428_VNM,0.40699333,0.5820571567031876,133.0,1.006993006993007,0.40983943720279725
FL_2016_000068_NPL,0.40686196,0.5787926389193656,140.0,1.0066666666666666,0.40957437306666666
FL_2009_000145_NPL,0.40733057,0.5656742025146468,197.0,1.0048309178743962,0.40929835053140096
FL_1997_000295_COD,0.40783167,0.22889040593421328,1344.0,1.000738552437223,0.4081328750738552
FL_2009_000219_NPL,0.40537056,0.5565422261411321,240.0,1.004,0.40699204224
FL_2001_000571_PRK,0.40636092,0.3641780414336375,993.0,1.0009970089730809,0.40676606548354943
FL_2013_000013_BWA,0.4061926,0.24391076407735382,1315.0,1.0007547169811322,0.40649916045283024
FL_1997_000522_MDA,0.405304,0.3672967132458742,977.0,1.0010131712259371,0.4057146423505572
FL_2009_000044_BIH,0.40526587,0.28860800025397576,1232.0,1.000805152979066,0.40559217102254425
FL_2016_000071_LBR,0.4026125,0.44962139662739153,534.0,1.0018382352941178,0.40335259650735295
FL_2020_000165_NPL,0.4002422,0.5825472579925776,131.0,1.0070921985815602,0.4030807971631205
FL_1991_000011_CHN,0.40262097,0.30976975162375453,1189.0,1.0008340283569641,0.4029567673060884
FL_2010_000160_NPL,0.39980596,0.5822922400034388,132.0,1.0070422535211268,0.4026214949295775
FL_2020_000052_COD,0.40200818,0.26251783781232724,1279.0,1.0007757951900698,0.4023200560124127
FL_2022_000336_VNM,0.40051192,0.5612788497736214,218.0,1.0043859649122806,0.40226855122807015
FL_2010_000239_MNE,0.4003612,0.39041942335880364,853.0,1.0011587485515643,0.4008251179606025
FL_2001_000236_URY,0.4005124,0.21570181917704223,1378.0,1.0007204610951008,0.40080095360230544
FL_2006_000045_HUN,0.3975769,0.5913919991444438,116.0,1.007936507936508,0.40073227222222224
FL_2015_000065_GHA,0.39969045,0.43610637968119986,603.0,1.0016313213703099,0.4003424735725937
FL_2017_000160_HND,0.3994556,0.30176797749593753,1209.0,1.0008203445447088,0.39978329122231343
FL_2022_000376_COD,0.39911956,0.15348837246312938,1483.0,1.000669792364367,0.39938688723375754
FL_2011_000082_NPL,0.39650947,0.5705187381091328,169.0,1.005586592178771,0.39872460670391063
FL_2021_000001_MYS,0.3953715,0.5716535578919131,163.0,1.0057803468208093,0.39765688439306357
FL_1997_000166_ROM,0.39629975,0.31109615327242346,1186.0,1.0008361204013378,0.3966311043060201
FL_2001_000390_POL,0.39549145,0.4944255538107286,391.0,1.0024937655860349,0.39647771296758105
FL_2010_000049_AGO,0.39592478,0.38964929221462025,858.0,1.0011520737327189,0.39638091453917046
FL_2012_000132_NPL,0.3941946,0.5659494870333188,195.0,1.0048780487804878,0.39611750048780486
FL_2015_000017_PAK,0.39500594,0.4517189993349508,523.0,1.00187617260788,0.3957470393245779
FL_2007_000144_LBR,0.3948686,0.45728913367885604,501.0,1.0019569471624266,0.3956413369863014
FL_2002_000026_SEN,0.39484197,0.31705388972872633,1170.0,1.0008474576271187,0.3951765818389831
FL_2012_000191_HTI,0.3941748,0.4137157337383486,729.0,1.0013531799729365,0.39470818944519626
FL_2019_000104_THA,0.38382024,0.6509370242341583,26.0,1.0277777777777777,0.39448191333333327
FL_2007_000123_NGA,0.39276558,0.47990351433985734,433.0,1.002257336343115,0.3936521840180587
FL_2015_000080_MMR,0.3927377,0.47097009840121484,463.0,1.0021141649048626,0.3935680122621565
FL_2011_000102_BRA,0.39311132,0.29431589428810456,1223.0,1.0008110300081103,0.3934301450770479
FL_2021_000204_BRA,0.39278954,0.2279108436055069,1347.0,1.0007369196757554,0.3930789943404569
FL_2007_000093_SDN,0.39183712,0.3939164163897201,840.0,1.0011764705882353,0.39229810484705885
FL_2011_000067_PHL,0.3900087,0.5441628996688916,292.0,1.0033112582781456,0.3913001195364238
FL_2002_000376_RUS,0.38995272,0.4673672851450231,474.0,1.0020661157024793,0.3907584074380165
FL_2015_000040_SOM,0.39038044,0.3526426956858645,1065.0,1.0009302325581395,0.3907435845953488
FL_2011_000107_MMR,0.38950974,0.4908474845561434,403.0,1.0024213075060533,0.39045286285714287
FL_2022_000328_HND,0.3900413,0.24530781053638134,1309.0,1.0007581501137226,0.3903370098559515
FL_2007_000149_CMR,0.38835686,0.5641492149799827,208.0,1.0045871559633028,0.39013831348623856
FL_2011_000005_HND,0.38936448,0.28371316379823763,1245.0,1.000796812749004,0.3896747305816733
FL_2005_000137_CAF,0.3881307,0.540954167468256,304.0,1.0031847133757963,0.3893667850318472
FL_2016_000011_TZA,0.38837236,0.3321442476549681,1131.0,1.0008764241893076,0.38871273893076247
FL_2022_000332_BEN,0.38823444,0.2453234207379383,1308.0,1.0007587253414265,0.3885290033080425
FL_2009_000241_COL,0.38781655,0.35199208229985857,1069.0,1.0009267840593141,0.3881759721964782
FL_2015_000164_COD,0.38786522,0.2344852008661637,1339.0,1.000741289844329,0.3881527405485545
FL_2011_000135_THA,0.37958798,0.6427700222593333,36.0,1.0217391304347827,0.38783989260869567
FL_2014_000038_ZAF,0.38734293,0.21115216911032936,1387.0,1.0007158196134573,0.387620197666428
FL_2007_000035_AFG,0.38646376,0.5225452300146146,339.0,1.002865329512894,0.38757110601719197
FL_2019_000020_COL,0.3869335,0.3625648348847115,1006.0,1.000984251968504,0.38731434005905513
FL_1998_000203_BGD,0.38522112,0.27305276023342495,1264.0,1.000784929356358,0.38552349136577707
FL_2013_000074_HTI,0.38400275,0.4451814045903076,553.0,1.0017761989342806,0.38468481527531084
FL_2016_000021_PAK,0.38342124,0.41759889683968987,715.0,1.0013793103448276,0.38395009688275866
FL_2020_000161_BGD,0.3833437,0.21548515646320748,1380.0,1.0007194244604316,0.38361948683453234
FL_2005_000063_SRB,0.38177952,0.5652998376951592,199.0,1.0047846889952152,0.38360621626794256
FL_2020_000195_CMR,0.38180667,0.5488295290833625,275.0,1.0035087719298246,0.3831463425263158
FL_2012_000138_NGA,0.38197052,0.49126442978162715,400.0,1.002439024390244,0.3829021554146341
FL_2006_000071_ROM,0.38235492,0.3222896119375998,1160.0,1.0008547008547009,0.38268171907692305
FL_1997_000337_IND,0.3822826,0.18917770455559252,1440.0,1.0006896551724138,0.38254624317241376
FL_2009_000121_CZE,0.38164666,0.4503309254848031,529.0,1.0018552875695732,0.38235472430426715
FL_2011_000022_AFG,0.38104558,0.5176954493455548,346.0,1.002808988764045,0.38211593275280903
FL_2014_000004_COL,0.38152885,0.3913413079407342,852.0,1.0011600928074247,0.38197145887471
FL_2000_000770_IDN,0.38043973,0.43739410840532855,596.0,1.0016501650165017,0.38106751833333335
FL_2013_000068_CZE,0.38004833,0.4346787026158534,614.0,1.001602564102564,0.3806573818108974
FL_2017_000107_NPL,0.37887362,0.5644814339541127,204.0,1.0046728971962617,0.38064405747663554
FL_2012_000110_IND,0.38017306,0.17548730431938867,1464.0,1.0006784260515604,0.38043097930800546
FL_2012_000068_DOM,0.379557,0.3918360524405077,848.0,1.0011655011655012,0.3799993741258741
FL_2005_000017_VEN,0.3796223,0.31971567432651365,1165.0,1.0008510638297872,0.37994538280851065
FL_1997_000199_BEN,0.37952438,0.24510024920747703,1311.0,1.0007570022710068,0.37981168081756245
FL_2005_000166_CRI,0.3784279,0.4366961338311856,600.0,1.001639344262295,0.37904827360655735
FL_2006_000030_SRB,0.37670195,0.5685159107529849,182.0,1.0052083333333333,0.37866393932291664
FL_2014_000045_SLB,0.37787324,0.4432240110204903,562.0,1.0017482517482517,0.3785338575524475
FL_2015_000131_SLE,0.37781706,0.42573242575171716,662.0,1.0014880952380953,0.3783792877678572
FL_2007_000106_IDN,0.37761486,0.435432817492694,609.0,1.001615508885299,0.3782249001615509
FL_2018_000194_TTO,0.37711674,0.48068425654227076,428.0,1.0022831050228311,0.3779777371232877
FL_2012_000210_MWI,0.3775177,0.33519381605932586,1116.0,1.0008880994671403,0.37785297326820605
FL_2003_000350_MNG,0.3771162,0.4514474122768909,525.0,1.0018691588785047,0.377821090093458
FL_2012_000128_SSD,0.3712,0.6319372967128096,48.0,1.0172413793103448,0.37759999999999994
FL_2002_000732_IDN,0.37692273,0.43674545006640253,599.0,1.0016420361247949,0.37754165073891627
FL_2020_000185_PAK,0.37690157,0.4197335607532744,698.0,1.0014124293785311,0.37743391685028255
FL_2011_000156_HTI,0.3764631,0.4407511632284844,573.0,1.0017152658662092,0.3771088343053173
FL_2010_000037_HTI,0.3760771,0.4459390245526014,549.0,1.0017889087656529,0.3767498676207513
FL_2010_000127_AFG,0.3755656,0.5212026880146429,343.0,1.0028328611898016,0.37662952521246457
FL_2014_000117_BGD,0.37604952,0.21230431053982288,1385.0,1.0007168458781361,0.3763190895483871
FL_2015_000027_CHL,0.37601563,0.1501812132711326,1486.0,1.000668449197861,0.3762669773462567
FL_2020_000050_AFG,0.3751675,0.5058082808751039,365.0,1.0026666666666666,0.37616794666666664
FL_2011_000108_SEN,0.37563998,0.29656054671220167,1218.0,1.000814332247557,0.3759458757491856
FL_2008_000069_CHL,0.3756867,0.1517851123381128,1484.0,1.000669344042838,0.37593816365461846
FL_2005_000160_MMR,0.37468538,0.5070542420706327,362.0,1.0026881720430108,0.37569259876344085
FL_2022_000275_UGA,0.37512755,0.3725349416806095,947.0,1.0010449320794148,0.37551953281086725
FL_2019_000156_DJI,0.37488425,0.3560467285933804,1039.0,1.0009532888465205,0.37524162297426117
FL_2006_000156_TUR,0.37435818,0.28752298438266455,1238.0,1.0008012820512822,0.37465814649038465
FL_2012_000183_COL,0.37425524,0.3396809746468904,1106.0,1.0008960573476702,0.37459059415770607
FL_2001_000492_VNM,0.37303075,0.5584269489496216,231.0,1.004149377593361,0.37457859543568467
FL_2022_000379_MYS,0.3728646,0.5588570992003579,227.0,1.0042194092827004,0.3744378683544303
FL_2007_000040_HTI,0.3732635,0.44825888793872204,539.0,1.0018214936247722,0.3739433970856102
FL_2022_000374_TTO,0.3730755,0.4683318794764493,471.0,1.002079002079002,0.3738511247401247
FL_2019_000014_MWI,0.37345803,0.36110070965987007,1014.0,1.0009765625,0.37382273510742187
FL_2005_000194_COL,0.3732839,0.3635572376090731,997.0,1.0009930486593843,0.37365458907646476
FL_2019_000116_ETH,0.3706105,0.5926574184128937,113.0,1.008130081300813,0.37362359349593494
FL_2014_000121_CMR,0.37095636,0.5787662195844094,141.0,1.0066225165562914,0.3734130246357616
FL_1998_000179_RUS,0.37245947,0.4871102212796974,415.0,1.0023529411764707,0.37333584522352947
FL_2016_000130_VCT,0.3729659,0.20991548127315313,1395.0,1.000711743772242,0.3732313561565836
FL_2017_000139_ETH,0.36934838,0.6085505415651472,94.0,1.0096153846153846,0.37289980673076917
FL_2000_000083_ZWE,0.371166,0.5585017156629045,230.0,1.0041666666666667,0.372712525
FL_2013_000157_BRA,0.37240177,0.3053479760966153,1201.0,1.000825763831544,0.37270928591246905
FL_2020_000192_TCD,0.37225062,0.3993880655457566,805.0,1.0012269938650307,0.3727073692269938
FL_2008_000102_CIV,0.37225145,0.2522964894300357,1294.0,1.0007668711656441,0.3725369189033742
FL_2012_000042_COL,0.37147063,0.35798864737299063,1031.0,1.0009606147934678,0.37182747018251683
FL_2011_000007_ZAF,0.37116483,0.3967528395540293,823.0,1.0012004801920769,0.3716104060264106
FL_1999_000350_CRI,0.3708133,0.43411293916893223,620.0,1.0015873015873016,0.37140189253968253
FL_2010_000014_SLB,0.3707192,0.42498656425831705,668.0,1.0014749262536873,0.37126598348082596
FL_2022_000362_LCA,0.3659688,0.6224516892841223,65.0,1.0133333333333334,0.37084838400000003
FL_2002_000479_CZE,0.36982182,0.5140044363899248,353.0,1.002754820936639,0.370840612892562
FL_2005_000110_BIH,0.37028265,0.2754575209489813,1260.0,1.000787401574803,0.3705742111417322
FL_2012_000054_HTI,0.3696806,0.44299172162329703,565.0,1.0017391304347827,0.37032352278260877
FL_2010_000259_AUS,0.36921734,0.47580874134379336,451.0,1.002169197396963,0.37001824529284166
FL_1998_000392_IND,0.36960334,0.18030465962452474,1459.0,1.0006807351940095,0.36985494200136143
FL_2018_000077_CIV,0.368907,0.4674593044931456,473.0,1.0020703933747412,0.3696707826086956
FL_2009_000144_NER,0.36246073,0.6370852485398448,41.0,1.0196078431372548,0.3695678031372549
FL_2013_000119_MRT,0.36871254,0.41821313883466593,710.0,1.0013888888888889,0.36922464075
FL_2013_000006_IDN,0.3687353,0.39708751048198077,817.0,1.0012091898428053,0.36918117097944375
FL_2008_000155_CHL,0.36869878,0.1907476608489762,1436.0,1.0006915629322268,0.36895375840940525
FL_2019_000067_UGA,0.36847523,0.3870736057002825,866.0,1.0011415525114156,0.3688958638242009
FL_2012_000106_BGD,0.36857462,0.24714506907881056,1305.0,1.0007604562737642,0.3688549048821293
FL_2007_000174_CAF,0.3672971,0.54160764393145,301.0,1.0032154340836013,0.3684781196141479
FL_2001_000620_DZA,0.36812037,0.2867894691018683,1239.0,1.00080064051241,0.3684151020816653
FL_2002_000020_IRN,0.3678847,0.4047672420617012,770.0,1.0012820512820513,0.36835634705128206
FL_2011_000170_COL,0.36795053,0.29122648535822293,1229.0,1.0008071025020178,0.3682475037933818
FL_2021_000095_MMR,0.3661744,0.4968650496902205,386.0,1.0025252525252526,0.36709908282828285
FL_2000_000484_BTN,0.36600414,0.5250474225169647,335.0,1.0028985507246377,0.36706502156521736
FL_2007_000227_ZWE,0.36555272,0.36142685966163196,1012.0,1.0009784735812133,0.36591040367906064
FL_2016_000061_RUS,0.3647502,0.4740175967101368,454.0,1.0021551724137931,0.36553629956896555
FL_2010_000114_BGD,0.36526912,0.22134181851734847,1362.0,1.000728862973761,0.36553535113702623
FL_2013_000081_PRK,0.3651441,0.31273884752860215,1182.0,1.0008389261744965,0.365450428942953
FL_2010_000046_MOZ,0.36506292,0.3596925280290981,1021.0,1.0009699321047527,0.3654170062463628
FL_2018_000112_GEO,0.36513513,0.1674284938038862,1472.0,1.0006747638326585,0.36538150997975705
FL_2021_000145_BEN,0.36507148,0.27246369953539606,1266.0,1.000783699059561,0.3653575861755486
FL_2009_000217_IND,0.36485988,0.1824480542742955,1457.0,1.0006816632583504,0.36510859157464215
FL_2019_000089_SLE,0.36431187,0.4519849150963866,521.0,1.0018832391713748,0.36499795638418076
FL_2000_000617_BGD,0.36461592,0.20254263611352236,1409.0,1.0007047216349543,0.36487287272727276
FL_2010_000041_SOM,0.36450875,0.35825725327284086,1030.0,1.0009615384615385,0.3648592391826923
FL_2006_000178_JAM,0.3644268,0.21802742549862872,1371.0,1.000724112961622,0.36469068616944245
