Historical_Disaster_ID,CNN_Cosine_Similarity
FL_2009_000248_URY,0.8644637
FL_2015_000110_ARG,0.83524674
FL_2019_000032_BOL,0.8026672
FL_2017_000137_SSD,0.8022791
FL_2003_000368_SDN,0.7933815
FL_2007_000220_SRB,0.7926389
FL_2000_000255_ARG,0.784575
FL_2018_000014_ARG,0.77973586
FL_2017_000002_MYS,0.77472943
FL_2011_000020_BOL,0.77224743
FL_2006_000123_SDN,0.77050287
FL_2013_000091_SDN,0.7698889
FL_2009_000267_SRB,0.76889575
FL_1998_000040_URY,0.76826
FL_2018_000128_SDN,0.7670889
FL_2003_000012_BOL,0.7622956
FL_2022_000265_YEM,0.76123375
FL_2006_000010_BOL,0.7606763
FL_2014_000123_SSD,0.7603905
FL_2016_000137_ARG,0.75946057
FL_2018_000140_MLI,0.75808734
FL_2008_000038_ARG,0.75673556
FL_2019_000100_MLI,0.7556104
FL_2014_000059_SRB,0.75522923
FL_2020_000176_SDN,0.7525445
FL_2010_000240_VEN,0.7521105
FL_2022_000290_SEN,0.7506653
FL_2010_000008_BOL,0.7506041
FL_2007_000210_PHL,0.7498699
FL_2006_000030_SRB,0.7493423
FL_2019_000033_PRY,0.7475505
FL_2016_000025_SRB,0.7470781
FL_2021_000084_TCD,0.7466148
FL_2001_000117_PER,0.7462995
FL_2014_000014_SYC,0.7462766
FL_2016_000089_SEN,0.74600965
FL_2019_000054_YEM,0.74585813
FL_1997_000295_COD,0.7455566
FL_2018_000028_BWA,0.7440099
FL_2015_000024_ARG,0.7438211
FL_2022_000321_CAF,0.74310595
FL_2021_000110_YEM,0.7422314
FL_2020_000198_SEN,0.7421371
FL_2022_000276_GMB,0.7420207
FL_2021_000108_SSD,0.74152625
FL_2005_000175_SDN,0.7411785
FL_2009_000045_BOL,0.74105954
FL_2002_000110_BOL,0.7410003
FL_2012_000128_SSD,0.7407458
FL_2021_000038_KEN,0.7403411
FL_2009_000135_MEX,0.73981905
FL_2007_000132_BFA,0.7393166
FL_2000_000048_BWA,0.73915946
FL_2010_000176_MRT,0.7383619
FL_2012_000005_BOL,0.73835576
FL_2005_000104_IND,0.737879
FL_2014_000008_BOL,0.73770607
FL_2012_000200_BFA,0.7366283
FL_2021_000019_PER,0.7361742
FL_1991_000010_PHL,0.73584086
FL_2008_000092_KEN,0.73568094
FL_2011_000148_KHM,0.7354254
FL_2022_000379_MYS,0.7352844
FL_2006_000156_TUR,0.73313904
FL_2020_000192_TCD,0.7330467
FL_2002_000510_MEX,0.73303205
FL_2010_000259_AUS,0.7330256
FL_2020_000212_KHM,0.73206484
FL_1997_000299_PRY,0.73196507
FL_2009_000120_BWA,0.73188984
FL_2000_000191_HUN,0.73173195
FL_2006_000189_MYS,0.73124206
FL_2009_000190_TUR,0.7310153
FL_2019_000034_BOL,0.7309167
FL_2005_000063_SRB,0.73077095
FL_2003_000196_ARG,0.73069304
FL_2011_000120_SDN,0.7294426
FL_2005_000169_FJI,0.72895753
FL_2005_000129_SDN,0.72889835
FL_2012_000196_COG,0.72863495
FL_2020_000193_SSD,0.7284813
FL_2010_000150_MEX,0.72818977
FL_2009_000127_BEN,0.72775525
FL_2009_000261_PER,0.7276962
FL_2021_000061_MYS,0.7274688
FL_2007_000141_NGA,0.7272289
FL_2009_000172_BFA,0.72686505
FL_2021_000129_VEN,0.72680616
FL_2020_000156_UKR,0.7265447
