RegionName,Latitude,Longitude,Embedding,tsne_Component1,tsne_Component2
Paraguay,-23.24,-58.39,"[-0.23683229088783264, 0.031752586364746094, -0.07690425217151642, 0.25345784425735474, 0.35747066140174866, 0.049788638949394226, 0.09057499468326569, -0.021155377849936485, -0.23580113053321838, 0.14561986923217773, -0.11912236362695694, 0.23724673688411713, 0.29503098130226135, 0.07932228595018387, 0.17520365118980408, -0.34558022022247314, -0.197108194231987, -0.07737017422914505, -0.2340928167104721, 0.08489460498094559, -0.07776488363742828, 0.3161299228668213, -0.33029136061668396, 0.08586021512746811, -0.15553483366966248, 0.1791968047618866, 0.18355827033519745, 0.05929076299071312, 0.15919052064418793, 0.1117371916770935, -0.263481080532074, -0.06731847673654556, 0.1647554337978363, 0.14669354259967804, 0.21101577579975128, -0.2029491811990738, -0.2451534867286682, -0.21146702766418457, 0.3626752495765686, 0.04022550582885742, -0.22388628125190735, -0.13589118421077728, 0.19026927649974823, -0.042683325707912445, -0.10864847898483276, 0.08918557316064835, -0.12513290345668793, 0.19593605399131775, -0.08172789961099625, 0.3408451974391937, -0.02453588880598545, 0.15504489839076996, 0.1588105708360672, -0.01570720039308071, 0.10605821758508682, 0.22412888705730438, 0.01277930662035942, -0.014465104788541794, 0.08814453333616257, -0.3290385603904724, -0.08138944953680038, -0.11524616926908493, -0.3471614718437195, -0.06517396122217178, -0.16633592545986176, -0.02561149187386036, 0.18362122774124146, 0.027628149837255478, -0.23126593232154846, -0.08419851958751678, 0.13043950498104095, 0.4078925848007202, 0.0674782320857048, -0.23489493131637573, 0.08576373010873795, -0.1796431988477707, -0.47422268986701965, 0.10257063806056976, 0.009076653979718685, 0.11127838492393494, -0.010946899652481079, 0.12549304962158203, 0.08076895773410797, -0.05688008666038513, 0.0019048090325668454, -0.05008392408490181, -0.30400747060775757, 0.12170445173978806, -0.06865281611680984, -0.03492603823542595, -0.36895936727523804, -0.05405104160308838, 0.08894549310207367, -0.1545557826757431, 0.2929651439189911, -0.3330754339694977, -0.22765682637691498, -0.2213229537010193, 0.055907756090164185, -0.17886345088481903, -0.20750612020492554, 0.10824789851903915, 0.06272900849580765, 0.03223163262009621, -0.18198491632938385, -0.2751949727535248, -0.07589546591043472, -0.12195618450641632, -0.26948267221450806, -0.29186099767684937, -0.18102291226387024, 0.15875332057476044, 0.2548139691352844, 0.24996142089366913, -0.19812290370464325, 0.17896898090839386, -0.15658992528915405, -0.09271089732646942, 0.522480309009552, -0.29979944229125977, -0.16355451941490173, 0.13195273280143738, 0.3870793282985687, 0.09874754399061203, 0.28223663568496704, 0.16399618983268738, 0.09450628608465195, -0.08650945127010345, -0.19166605174541473, 0.1588609665632248, 0.0048993052914738655, 0.1650354266166687, -0.2440914809703827, -0.030368223786354065, 0.2692550718784332, -0.4595526456832886, -0.15329372882843018, 0.19525977969169617, 0.0625394955277443, -0.28813526034355164, -0.23832519352436066, 0.00741144735366106, -0.05444658175110817, -0.17147399485111237, 0.001760231563821435, -0.09620457887649536, -0.16547279059886932, -0.24485160410404205, 0.05304550379514694, -0.06658484786748886, -0.2068052887916565, -0.31435704231262207, -0.1141112670302391, -0.125498428940773, -0.09793884307146072, 0.026410071179270744, -0.21669071912765503, -0.025864344090223312, 0.14323386549949646, -0.03942432999610901, -0.19562354683876038, 0.15375345945358276, -0.1304059773683548, 0.03180045634508133, -0.13465692102909088, 0.029573772102594376, -0.414404034614563, 0.3137281835079193, 0.05430745705962181, 0.18443162739276886, 0.15207092463970184, -0.10548602789640427, -0.23290815949440002, -0.0684923455119133, -0.1036057099699974, 0.24319367110729218, 0.003510961541905999, 0.22172503173351288, 0.14816051721572876, -0.04786005988717079, 0.12744662165641785, 0.032761216163635254, -0.08040560781955719, 0.07049651443958282, 0.04854564741253853, 0.011756090447306633, -0.008128408342599869, -0.17214684188365936, -0.16215702891349792, 0.11790924519300461, 0.2065989375114441, 0.0036159248556941748, -0.045474160462617874, -0.22250400483608246, -0.08036908507347107, -0.04925662651658058, 0.06719876080751419, -0.06757427006959915, 0.24239729344844818, -0.3908555507659912, 0.1807718575000763, 0.18702958524227142, 0.1249716654419899, -0.11936826258897781, -0.20776806771755219, 0.15649577975273132, -0.274167537689209, -0.12069054692983627, 0.04660512134432793, 0.035991448909044266, -0.02043507993221283, 0.1155049279332161, 0.13083890080451965, 0.289733350276947, -0.025378307327628136, -0.150208979845047, -0.07740019261837006, 0.026227401569485664, -0.15742233395576477, 0.4073121249675751, 0.24936296045780182, 0.40423908829689026, -0.14108878374099731, 0.2010723352432251, 0.3350332975387573, -0.14337781071662903, -0.3534834384918213, 0.22785933315753937, -0.021825945004820824, -0.2342863529920578, -0.1494486927986145, -0.0193062461912632, 0.04129645228385925, 0.2170170694589615, -0.03515411540865898, -0.17376522719860077, -0.06561920046806335, -0.3092166483402252, 0.09148585051298141, -0.10885196924209595, 0.05647418648004532, 0.1075277179479599, 0.14435946941375732, -0.1993544101715088, 0.03268181160092354, 0.05362445488572121, 0.18775257468223572, -0.29309967160224915, -0.23864451050758362, 0.049858707934617996, 0.3905826807022095, 0.09450580924749374, 0.0020862622186541557, -0.11590476334095001, 0.10288736969232559, -0.016700932756066322, 0.21056553721427917, -0.3784520924091339, 0.31099173426628113, 0.05141953378915787, -0.027032438665628433, 0.005671726074069738, -0.1162596270442009, 0.13034725189208984, -0.04756318777799606, 0.04744374752044678, 0.24614793062210083, -0.26933276653289795, -0.008420121856033802, 0.07510841637849808, -0.34102359414100647, 0.3373970687389374, -0.27357247471809387, -0.07255657762289047, 0.136991947889328, -0.12800663709640503, -0.22968965768814087, 0.17217914760112762, -0.02359815686941147, 0.005009948275983334, -0.20532336831092834, 0.1458583027124405, -0.004057373385876417, -0.0051952386274933815, -0.14813949167728424, 0.23055541515350342, -0.2793278992176056, 0.3412535786628723, -0.12280005216598511, 0.006376130972057581, -0.12323792278766632, -0.23100322484970093, 0.03569778800010681, 0.13693386316299438, -0.055641066282987595, -0.36813583970069885, 0.18097233772277832, 0.12430639564990997, 0.22391372919082642, -0.28121843934059143, 0.22084921598434448, 0.3445562720298767, 0.20246672630310059, 0.13741320371627808, 0.04903145134449005, 0.045470308512449265, 0.06073843687772751, -0.38604435324668884, -0.10470893234014511, 0.10858765989542007, 0.06700625270605087, 0.06007343903183937, 0.3085385262966156, 0.14453881978988647, 0.0009530222741886973, 0.04720250144600868, -0.2892061769962311, -0.12375681847333908, -0.010632111690938473, -0.3007968068122864, 0.30685821175575256, -0.028748497366905212, 0.09988106787204742, -0.11293600499629974, 0.2544608414173126, 0.2981749176979065, -0.02300870418548584, 0.036896321922540665, -0.03313622996211052, -0.30497825145721436, -0.0031230964232236147, -0.024310017004609108, -0.15314482152462006, -0.18375296890735626, 0.03950051590800285, 0.1168033555150032, -0.30113425850868225, -0.27208054065704346, 0.15191231667995453, 0.26280856132507324, -0.1078367531299591, 0.14881950616836548, -0.060782384127378464, -0.06366369873285294, 0.27555030584335327, -0.22785857319831848, 0.043859127908945084, 0.09636194258928299, 0.28517159819602966, 0.09430143982172012, -0.01125969085842371, 0.049091923981904984, 0.22074635326862335, 0.2170657515525818, 0.03454570844769478, -0.35376760363578796, -0.1710207164287567, 0.08919324725866318, 0.1839304268360138, 0.09753642231225967, -0.02687208727002144, 0.04373423382639885, 0.0953032523393631, 0.27884918451309204, -0.005434385966509581, 0.3414452373981476, -0.020732473582029343, -0.14051291346549988, -0.0028249055612832308, 0.08763518184423447, 0.31022968888282776, 0.12293600291013718, -0.10362716764211655, 0.01116559561342001, 0.008745589293539524, -0.22230926156044006, -0.01573561131954193, -0.08736425638198853, 0.14463438093662262, 0.11306975781917572, 0.15164318680763245, 0.023246658965945244, -0.08832179009914398, -0.0046878717839717865, -0.3056076169013977, 0.11869537830352783, -0.2038232982158661, -0.0649222731590271, 0.14376024901866913, -0.1543012261390686, -0.04956325516104698, -0.027796156704425812, 0.03118819184601307, -0.14290279150009155, -0.33936432003974915, -0.0800417885184288, -0.0071143233217298985, 0.3790183961391449, -0.07675279676914215, 0.03081110492348671, -0.1785307675600052, -0.06525932997465134, 0.06901035457849503, 0.08918217569589615, -0.24268025159835815, 0.3291577100753784, -0.0983545109629631, 0.19426563382148743, -0.13542912900447845, -0.14472569525241852, 0.27014708518981934, 0.13740688562393188, -0.07218196243047714, 0.17409586906433105, -0.35499241948127747, -0.08507422357797623, -0.17420367896556854, -0.0761256217956543, -0.06364144384860992, 0.2952673137187958, -0.18725626170635223, 0.019896002486348152, 0.11543099582195282, -0.011301444843411446, -0.25271767377853394, -0.02007323130965233, 0.09117109328508377, 0.09503291547298431, -0.007379795424640179, 0.20274077355861664, -0.16404560208320618, 0.25029054284095764, 0.15370707213878632, -0.03696330636739731, -0.07375454157590866, 0.1359267383813858, 0.018024491146206856, 0.03766350820660591, 0.04590925946831703, -0.0680626705288887, -0.1728081852197647, 0.3540259897708893, -0.11956853419542313, 0.06794025748968124, -0.19704675674438477, 0.041073087602853775, 0.23638522624969482, -0.33779409527778625, -0.03323012962937355, -0.2517884373664856, 0.11263895779848099, -0.04279563948512077, 0.17365890741348267, -0.17152921855449677, -0.011555710807442665, -0.18646380305290222, 0.055180273950099945, -0.1895589679479599, -0.4098191559314728, 0.009541957639157772, -0.017611874267458916, -0.09729594737291336, 0.24669933319091797, 0.20159293711185455, 0.017928805202245712, -0.03188392147421837, -0.06326543539762497, -0.11842066049575806, 0.02490956336259842, 0.08243875205516815, 0.13256993889808655, 0.19276760518550873, -0.13367798924446106, -0.07554381340742111, -0.08672097325325012, 0.15022379159927368, 0.05288390815258026, -0.1569291204214096, -0.14190353453159332, -0.1125606819987297, -0.027574194595217705, -0.022292280569672585, -0.23271988332271576, 0.05440237373113632, 0.004431402310729027, 0.15540900826454163, 0.07542575895786285, -0.011757426895201206, 0.22503961622714996, -0.006906033493578434, 0.16143159568309784, 0.061723992228507996, -0.005585290491580963, -0.03670954704284668, -0.11563437432050705, -0.10113222897052765, 0.14273591339588165, 0.4128780663013458, -0.5398707389831543, -0.24255432188510895, -0.18378956615924835, 0.004646419547498226, 0.023082714527845383, -0.13222946226596832, 0.1441182941198349, -0.28012344241142273, 0.21230879426002502, 0.11449716240167618, -0.07123344391584396, 0.02654564008116722, -0.18832281231880188, -0.3640815317630768]",4.7992506,-3.3113396
Sao Tome,0.46,6.74,"[0.008569237776100636, -0.1270860731601715, -0.15069961547851562, -0.0040009948424994946, -0.09134511649608612, -0.146383136510849, -0.14467763900756836, -0.1102527379989624, -0.17487414181232452, -0.10732658952474594, -0.46513593196868896, 0.2688992917537689, 0.17183518409729004, -0.1148933544754982, 0.15907426178455353, -0.18532752990722656, -0.322418212890625, 0.28355294466018677, 0.07575833052396774, -0.1577562391757965, -0.10329462587833405, 0.08079167455434799, -0.33380210399627686, -0.1210707500576973, -0.44629672169685364, -0.1696789562702179, 0.13951130211353302, 0.06212350353598595, 0.023429198190569878, 0.37701961398124695, -0.34866878390312195, -0.06315218657255173, 0.4367859959602356, -0.28897449374198914, 0.1781408041715622, 0.07234165817499161, 0.0672987625002861, -0.08860501646995544, 0.1606026142835617, 0.28175628185272217, 0.02664857916533947, -0.08621249347925186, 0.1930813491344452, -0.23144446313381195, 0.19071489572525024, 0.07676839083433151, 0.35915407538414, -0.1748644858598709, -0.2153780460357666, 0.3118126392364502, 0.1761939972639084, -0.2437293827533722, 0.038803599774837494, -0.1632998287677765, 0.1242527887225151, -0.16062013804912567, 0.2863537669181824, -0.06623847037553787, 0.06196887046098709, -0.016781071200966835, 0.08446313440799713, 0.04335576295852661, -0.3198847472667694, -0.04591044411063194, 0.015383907593786716, 0.27883243560791016, -0.11064114421606064, 0.19588539004325867, 0.31326737999916077, 0.19764360785484314, -0.06662411242723465, 0.18102224171161652, -0.3203924894332886, -0.08503218740224838, 0.3596368730068207, 0.06519568711519241, -0.1500024050474167, 0.05480858311057091, 0.11396300047636032, -0.10091429203748703, 0.1651439666748047, 0.0658441111445427, 0.2862885892391205, 0.11562526226043701, 0.19905126094818115, 0.081369549036026, 0.1233668252825737, 0.3098977208137512, -0.2177347093820572, -0.20125819742679596, -0.06556824594736099, -0.029901130124926567, 0.04790400713682175, -0.00450118025764823, 0.06861463934183121, 0.1950894594192505, 0.16609901189804077, -0.13053788244724274, -0.13570356369018555, -0.2809809446334839, -0.15417681634426117, 0.1962537318468094, 0.19694872200489044, 0.15507829189300537, -0.21814578771591187, 0.016689330339431763, -0.3410331606864929, 0.09284155815839767, -0.02831464633345604, -0.5641478300094604, 0.005007623229175806, -0.031099945306777954, -0.002520643174648285, 0.2576516568660736, -0.22082418203353882, 0.23190337419509888, -0.1696610450744629, -0.277300089597702, 0.3044709265232086, 0.1925588697195053, -0.1587851196527481, -0.02631375566124916, -0.19374142587184906, 0.12137722223997116, 0.2584434449672699, 0.062425270676612854, -0.29240885376930237, 0.04612066596746445, -0.06933511793613434, 0.08402782678604126, 0.007041224278509617, -0.11740564554929733, 0.09492392092943192, 0.3177861273288727, 0.4932439923286438, 0.0475069023668766, -0.0248019527643919, 0.2165902704000473, 0.01089524943381548, -0.1406075358390808, 0.05585392564535141, -0.13577502965927124, -0.17070339620113373, 0.2218150794506073, -0.06504695862531662, -0.12934502959251404, -0.24578431248664856, 0.07122181355953217, -0.1750180572271347, 0.07270506024360657, -0.36397644877433777, -0.27413883805274963, 0.07122842967510223, 0.20869408547878265, -0.2129766345024109, 0.07467002421617508, -0.29043787717819214, -0.15263202786445618, 0.30208349227905273, -0.3834487199783325, -0.11091243475675583, -0.17260724306106567, 0.08700726181268692, 0.22035597264766693, -0.0036628495436161757, -0.23244602978229523, -0.2834526002407074, 0.009212449193000793, -0.33013400435447693, 0.2510420083999634, 0.22762435674667358, 0.02308410406112671, 0.04649987444281578, -0.11641215533018112, -0.10711618512868881, 0.1079363077878952, -0.30956870317459106, 0.2891879677772522, 0.09520123153924942, -0.1836264431476593, -0.03819651156663895, 0.36485469341278076, -0.16268092393875122, -0.3795298635959625, 0.23798085749149323, 0.07516687363386154, -0.1618790626525879, 0.09964872896671295, 0.13021741807460785, 0.11000422388315201, -0.006109573878347874, 0.1543554663658142, 0.13460491597652435, -0.030498668551445007, -0.7505451440811157, -0.02627970278263092, 0.010049841366708279, -0.11844320595264435, 0.27847936749458313, -0.3873516023159027, -0.32939964532852173, 0.20217585563659668, 0.08106422424316406, -0.09964720904827118, 0.019763465970754623, 0.11345800012350082, 0.0629226490855217, 0.17432942986488342, -0.05805334076285362, -0.1312684565782547, 0.21715112030506134, -0.2609330415725708, -0.05295291915535927, 0.27673885226249695, -0.19757533073425293, -0.4793272018432617, -0.013742052949965, -0.1814117282629013, -0.22666169703006744, 0.4290893077850342, 0.25153210759162903, 0.2590789496898651, -0.5824160575866699, 0.35878756642341614, 0.08586693555116653, -0.1602969616651535, -0.39195558428764343, 0.04772051423788071, 0.3281397819519043, -0.43330055475234985, 0.08208116143941879, 0.02602003514766693, 0.047920309007167816, -0.297342985868454, 0.18883948028087616, -0.20248088240623474, 0.06152806803584099, -0.023350128903985023, -0.03423403203487396, -0.29176047444343567, -0.04030769690871239, -0.21106305718421936, -0.3688598871231079, 0.2769664227962494, 0.14565932750701904, -0.08110320568084717, -0.18963104486465454, -0.14294980466365814, -0.2339267134666443, 0.1588764786720276, 0.5761486291885376, 0.1559988260269165, -0.20887894928455353, 0.12936165928840637, 0.03379937261343002, -0.09567700326442719, -0.10388985276222229, -0.11971335113048553, 0.14523941278457642, 0.001737539772875607, 0.27700355648994446, 0.28215816617012024, 0.04035598412156105, 0.1763346940279007, 0.10395064949989319, 0.0015718749491497874, 0.4631017744541168, -0.21106316149234772, -0.03386061638593674, -0.4088609218597412, 0.13983145356178284, 0.3061225116252899, -0.11407144367694855, -0.1665206253528595, 0.07024524360895157, -0.09115056693553925, -0.38466450572013855, 0.5560952425003052, -0.03321833163499832, -0.18229936063289642, -0.22823107242584229, 0.27893179655075073, 0.04911055415868759, -0.08866941928863525, 0.11862368881702423, 0.249315544962883, -0.1599075198173523, 0.23397521674633026, 0.024180684238672256, 0.08075232803821564, 0.06323950737714767, 0.03587161749601364, -0.3671298921108246, -0.14536765217781067, 0.15609107911586761, 0.22596000134944916, 0.24568471312522888, 0.09692258387804031, 0.14114604890346527, -0.1573793888092041, -0.6806846261024475, 0.056625258177518845, -0.12400545179843903, -0.21271894872188568, -0.29118725657463074, 0.33025988936424255, -0.17261555790901184, -0.4456295073032379, -0.30777788162231445, -0.10858504474163055, -0.14987872540950775, -0.38867855072021484, 0.23477420210838318, 0.35312944650650024, -0.18887083232402802, -0.2042354941368103, 0.07855220139026642, 0.03188156709074974, 0.3493483364582062, -0.3918006420135498, 0.057737626135349274, -0.2786582410335541, -0.09285447746515274, 0.14946989715099335, 0.446063756942749, -0.07071699947118759, 0.03391250595450401, 0.02744072489440441, -0.3711167871952057, 0.24357247352600098, 0.05690822750329971, 0.011399648152291775, 0.17221543192863464, 0.28923749923706055, 0.10629194229841232, -0.34737807512283325, -0.08256373554468155, -0.10398658365011215, -0.010491209104657173, 0.06450348347425461, -0.48917168378829956, 0.2930496037006378, -0.3193771243095398, -0.04813329875469208, 0.015486462973058224, -0.3114565908908844, 0.08162441104650497, 0.24820248782634735, 0.14750729501247406, -0.0297933928668499, 0.36130475997924805, 0.2752472758293152, 0.2726799249649048, 0.11092006415128708, -0.04573825001716614, 0.028475584462285042, 0.24082189798355103, 0.20577691495418549, -0.08299331367015839, -0.06987940520048141, -0.3004010319709778, 0.011396678164601326, -0.15833330154418945, 0.38627463579177856, 0.007442459464073181, 0.1876833289861679, -0.18165025115013123, -0.036654215306043625, 0.02406439557671547, 0.24812056124210358, 0.05681570619344711, 0.1501861810684204, -0.22679965198040009, 0.16940109431743622, 0.011092469096183777, 0.05066755414009094, 0.1142592653632164, -0.06066744029521942, 0.26195868849754333, 0.08601104468107224, 0.11318404227495193, 0.15248437225818634, 0.007498506456613541, 0.18641908466815948, -0.19628305733203888, 0.08666422963142395, -0.22933094203472137, -0.07890046387910843, 0.020957576110959053, -0.07448317110538483, 0.03742557018995285, -0.10691716521978378, 0.09704426676034927, -0.09840106219053268, -0.08616963028907776, 0.10913299024105072, 0.36410775780677795, 0.08092714101076126, -0.0009632414439693093, 0.12801872193813324, -0.20382224023342133, 0.02000693790614605, 0.09362199157476425, 0.016044100746512413, -0.10590867698192596, 0.29070374369621277, -0.2890782654285431, -0.11385580152273178, -0.28210678696632385, -0.4061644971370697, 0.18247734010219574, -0.08591204881668091, 0.21894927322864532, 0.017879081889986992, -0.1974925845861435, 0.06678929179906845, -0.02510971762239933, -0.2431054264307022, -0.19413024187088013, 0.003108153585344553, 0.00510877650231123, -0.12568500638008118, -0.26961901783943176, -0.08927615731954575, -0.34983521699905396, -0.02432062104344368, -0.02315494231879711, -0.13578474521636963, 0.24795441329479218, -0.12849931418895721, 0.012210825458168983, -0.2361234426498413, -0.12831510603427887, 0.16672320663928986, -0.4235590696334839, -0.3711966574192047, -0.1461833268404007, -0.03374987095594406, 0.05932909995317459, 0.044631391763687134, 0.10613133758306503, 0.21681411564350128, -0.20346741378307343, 0.12249886989593506, 0.0005322673823684454, -0.25181108713150024, 0.0020608254708349705, -0.30505266785621643, -0.10114289075136185, -0.1095760390162468, -0.009401842951774597, 0.16246557235717773, 0.14778026938438416, -0.10563603788614273, 0.09333590418100357, -0.37567687034606934, 0.1402924358844757, 0.21036536991596222, -0.3979969918727875, 0.2255386859178543, 0.12139271199703217, 0.07870689779520035, 0.1968323290348053, 0.3061946630477905, 0.3959885239601135, 0.08961708843708038, -0.12563610076904297, 0.010694189928472042, 0.28834769129753113, 0.16949641704559326, 0.05559481680393219, 0.22692745923995972, 0.20306365191936493, 0.18032866716384888, -0.4282088577747345, 0.20568114519119263, 0.207302525639534, -0.08370358496904373, -0.2498840093612671, -0.250965416431427, -0.1539679914712906, -0.011152394115924835, 0.2503108084201813, 0.12283480167388916, -0.10984649509191513, -0.16845828294754028, -0.24666962027549744, 0.18606413900852203, -0.015662197023630142, -0.08987390995025635, 0.08009520918130875, -0.4258228838443756, -0.10489481687545776, 0.20613907277584076, 0.35523781180381775, 0.2416863739490509, -0.06325219571590424, 0.08737757802009583, -0.1055581346154213, 0.02916341833770275, -0.11133526265621185, -0.20447517931461334, -0.03448859229683876, 0.07938403636217117, 0.3874845504760742, -0.1215793639421463, 0.33940765261650085, -0.14015914499759674, -0.11355123668909073, 0.008063365705311298, -0.19699908792972565, -0.24457354843616486]",-3.1649082,0.31012014
