RegionName,Latitude,Longitude,Embedding,tsne_Component1,tsne_Component2
Paraguay,-23.24,-58.39,"[0.11463221907615662, 0.0750647708773613, -0.06596634536981583, -0.03972891718149185, -0.020233532413840294, -0.23871371150016785, 0.03151118755340576, 0.17759329080581665, -0.06654109805822372, 0.31007829308509827, -0.10828983783721924, -0.1259857565164566, -0.00496714748442173, 0.20101840794086456, -0.15252146124839783, 0.14916743338108063, -0.02673749066889286, -0.12305772304534912, 0.13551919162273407, -0.11490760743618011, -0.048056818544864655, 0.028939250856637955, 0.1670701950788498, 0.05129939317703247, 0.09303759038448334, 0.02722048945724964, -0.05298839882016182, 0.2001437246799469, 0.12947766482830048, 0.012610471807420254, 0.17932473123073578, 0.31600692868232727, -0.2108144462108612, -0.16236872971057892, -0.027603767812252045, 0.00609184755012393, 0.0681559219956398, -0.09591462463140488, -0.13574153184890747, 0.09618227183818817, -0.09840035438537598, 0.05050468444824219, 0.11024776101112366, 0.026288257911801338, -0.04734833911061287, 0.11072295904159546, -0.10811195522546768, -0.12262944132089615, 0.1376836597919464, -0.20479166507720947, -0.1847761869430542, 0.19431453943252563, 0.2599780857563019, -0.14441035687923431, 0.2359919548034668, -0.09372927993535995, -0.014561979100108147, 0.05108686909079552, -0.13882064819335938, 0.05093337967991829, 0.02914789691567421, -0.1755170375108719, 0.22459563612937927, -0.07638760656118393, 0.004846570547670126, -0.03319568559527397, -0.18783259391784668, -0.03540662303566933, -0.1102847158908844, 0.056749943643808365, -0.0067743705585598946, 0.12149903178215027, 0.06238912045955658, 0.11868926882743835, 0.2520897388458252, -0.3211641013622284, -0.08381857722997665, 0.06525427848100662, -0.10555855184793472, -0.27591124176979065, -0.041570160537958145, -0.052846699953079224, 0.05469716340303421, -0.165254607796669, -0.011608623899519444, 0.07520303875207901, -0.08179323375225067, 0.3068608343601227, -0.10569757223129272, 0.1524679958820343, -0.11598540097475052, 0.12314910441637039, -0.15042591094970703, 0.012617620639503002, 0.28394532203674316, 0.08764614909887314, 0.09601545333862305, -0.42071887850761414, -0.16181550920009613, -0.29135262966156006, 0.034515298902988434, -0.1732844114303589, -0.1450592428445816, 0.03258908912539482, 0.14590556919574738, 0.11321045458316803, 0.019105281680822372, 0.13452289998531342, -0.12319871783256531, -0.25949275493621826, 0.22706010937690735, -0.11766767501831055, -0.22193925082683563, 0.10480523109436035, -0.05157697945833206, -0.017754219472408295, -0.14950691163539886, 0.06639660149812698, -0.20920470356941223, 0.17887844145298004, -0.05523975193500519, -0.0472746267914772, 0.18140295147895813, 0.13733132183551788, -0.07262373715639114, -0.05674789473414421, -0.26843059062957764, 0.07523182034492493, -0.1316593438386917, 0.07487329095602036, -0.11999016255140305, 0.24473029375076294, 0.13389825820922852, 0.41357874870300293, 0.27651241421699524, 0.20139653980731964, 0.07128594815731049, -0.025961732491850853, 0.09670639038085938, -0.10566287487745285, 0.01920071430504322, -0.043504178524017334, 0.15494345128536224, 0.15213826298713684, -0.2225217968225479, 0.08115757256746292, 0.07500778883695602, 0.007942568510770798, 0.14298506081104279, -0.002305826870724559, 0.09002117812633514, -0.12981531023979187, 0.06564902514219284, 0.12148499488830566, 0.02813286893069744, 0.42567187547683716, -0.15861175954341888, -0.08712716400623322, -0.5515820384025574, 0.21048012375831604, -0.1541241705417633, -0.11448149383068085, 0.14831820130348206, 0.04384830594062805, -0.3370414972305298, 0.09669898450374603, -0.3566156029701233, -0.17144742608070374, -0.04260076954960823, -0.022736208513379097, 0.08220415562391281, 0.20870786905288696, -0.23470818996429443, 0.19772352278232574, -0.10140026360750198, -0.0961117148399353, 0.02526097185909748, -0.29537850618362427, 0.02298986352980137, 0.0679568499326706, -0.09732531011104584, -0.05938853323459625, 0.12351071834564209, -0.1102277860045433, -0.18095996975898743, 0.0043848007917404175, -0.1519397795200348, 0.038105711340904236, -0.16385719180107117, 0.07725527882575989, 0.09527121484279633, -0.15335437655448914, 0.14613939821720123, 0.09002786874771118, 0.06346568465232849, 0.3239366114139557, 0.1156066283583641, -0.010046657174825668, 0.1427735537290573, 0.044712651520967484, -0.14501048624515533, 0.10296952724456787, 0.12739035487174988, 0.026555176824331284, 0.21379685401916504, 0.10240177065134048, -0.3766556978225708, 0.20220217108726501, -0.5285214781761169, -0.15370705723762512, 0.1255510300397873, -0.29015395045280457, -0.06637996435165405, -0.11084096878767014, 0.0677049532532692, -0.22185879945755005, 0.06249740347266197, -0.24525044858455658, 0.36079633235931396, -0.22045521438121796, 0.009172945283353329, -0.20941686630249023, -0.09385014325380325, -0.11855704337358475, 0.08433441817760468, 0.002979723736643791, 0.09619846194982529, -0.048229239881038666, -0.0225934237241745, 0.09479544311761856, -0.3286413848400116, 0.003736871760338545, 0.1465877890586853, 0.06850168108940125, -0.15949717164039612, -0.08911427110433578, -0.258842796087265, -0.08083857595920563, 0.02007162570953369, 0.0016506467945873737, 0.09334518760442734, 0.029122546315193176, 0.2212098091840744, 0.10870955884456635, 0.25709494948387146, -0.08125365525484085, 0.033505767583847046, -0.11212776601314545, 0.016047948971390724, -0.09161850810050964, 0.2052021622657776, 0.041424043476581573, 0.09633922576904297, 0.20044036209583282, -0.1175457239151001, 0.28150150179862976, -0.06350197643041611, -0.017245355993509293, 0.1429750919342041, -0.04776038974523544, -0.07031166553497314, -0.09405381977558136, -0.2286558449268341, 0.27697184681892395, -0.0032088984735310078, 0.06918620318174362, 0.015656104311347008, 0.07984005659818649, 0.08594699949026108, 0.013083447702229023, 0.07885298132896423, -0.11986623704433441, -0.0670449435710907, -0.1500544548034668, 0.13245245814323425, 0.06809504330158234, -0.30843833088874817, 0.2894226014614105, -0.25446784496307373, -0.09877561777830124, 0.2345285266637802, 0.04532933235168457, -0.1728697270154953, 0.11075402796268463, -0.06520646065473557, -0.17507115006446838, -0.03105543926358223, 0.24639584124088287, 0.08150113373994827, 0.09931575506925583, -0.08724024146795273, -0.14005239307880402, 0.029777375981211662, 0.06835022568702698, -0.3079459071159363, 0.09022810310125351, -0.1882496178150177, -0.06934254616498947, -0.06484614312648773, -0.08443471044301987, -0.037867434322834015, -0.013086261227726936, 0.06351868808269501, -0.027170831337571144, -0.03783012181520462, -0.16862089931964874, 0.06986526399850845, -0.39722004532814026, -0.033985547721385956, -0.16418127715587616, -0.013230102136731148, 0.038535285741090775, 0.14128905534744263, 0.2120126485824585, 0.2024058997631073, 0.11643123626708984, -0.103408083319664, 0.041552312672138214, 0.09059739857912064, -0.017940770834684372, 0.14812549948692322, -0.03968479856848717, 0.018909599632024765, -0.04330677166581154, 0.030903229489922523, -0.04292409121990204, 0.07059081643819809, -0.049309492111206055, 0.2815817892551422, -0.018777383491396904, -0.06343283504247665, -0.08509664237499237, -0.29291194677352905, -0.057784080505371094, -0.06469698250293732, -0.20549927651882172, 0.0438818521797657, 0.2618764042854309, -0.10431709885597229, -0.10832466185092926, 0.2363838404417038, -0.06279139220714569, -0.16768427193164825, -0.21536974608898163, -0.33098819851875305, -0.07216347008943558, -0.1327018290758133, 0.3116835653781891, 0.08203426003456116, -0.027216408401727676, 0.09066083282232285, 0.3117644488811493, -0.05037853494286537, -0.011276423931121826, -0.018048333004117012, -0.1033438965678215, -0.04992141202092171, 0.08219137787818909, -0.048559777438640594, 0.08432747423648834, 0.0657893717288971, -0.10057442635297775, 0.24131745100021362, -0.27883899211883545, -0.06068531423807144, -0.08718148618936539, 0.05961119383573532, -0.04342895746231079, 0.2263123244047165, -0.00904296338558197, 0.1204829216003418, -0.14681872725486755, -0.13970205187797546, -0.12761782109737396, 0.26186442375183105, -0.07070329785346985, 0.04416068643331528, -0.08311407268047333, 0.03888355568051338, -0.22189019620418549, -0.13501116633415222, 0.02652335911989212, -0.1830967217683792, 0.0038946836721152067, -0.12609224021434784, 0.19367791712284088, 0.13141386210918427, 0.17915885150432587, -0.39522048830986023, -0.006678546778857708, 0.08153045177459717, -0.033493660390377045, 0.016096873208880424, -0.07725808769464493, 0.045410722494125366, 0.14545610547065735, -0.08988726884126663, 0.14296358823776245, -0.028809981420636177, -0.16735944151878357, -0.17915835976600647, 0.29547953605651855, -0.049714747816324234, -0.0026177645195275545, -0.05523720011115074, -0.06301479041576385, 0.14584660530090332, 0.02235489897429943, -0.08362815529108047, -0.11912228167057037, 0.2443610578775406, -0.14668239653110504, -0.12103015184402466, -0.09451529383659363, -0.30823880434036255, 0.08571521937847137, -0.03933940455317497, 0.058961812406778336, 0.013112526386976242, 0.028477633371949196, 0.30742985010147095, -0.003138351021334529, -0.23721760511398315, -0.29902204871177673, 0.18479283154010773, 0.028462357819080353, 0.15087361633777618, -0.12248215824365616, -0.05346757546067238, 0.22123181819915771, -0.07383707165718079, 0.27127280831336975, 0.012917757034301758, 0.0032785097137093544, -0.03839115798473358, 0.19745157659053802, 0.09329506009817123, 0.10694240033626556, 0.025587253272533417, 0.06799232214689255, 0.18693941831588745, 0.10417158901691437, -0.3756134510040283, 0.03385572507977486, -0.07407520711421967, -0.41159382462501526, 0.3881411850452423, 0.12355464696884155, 0.16670119762420654, -0.012272318825125694, -0.16857169568538666, -0.21358776092529297, 0.18196001648902893, -0.15513195097446442, 0.1905561089515686, -0.038967814296483994, -0.29004544019699097, 0.01439695619046688, 0.15754975378513336, -0.02452242746949196, -0.3424927592277527, 0.036889925599098206, 0.2332465648651123, -0.029018977656960487, 0.14573971927165985, -0.05950311943888664, -0.04401278868317604, 0.008082461543381214, 0.4677424430847168, -0.2067982405424118, 0.11735716462135315, -0.07742196321487427, 0.2728882431983948, -0.09618832170963287, -0.11302946507930756, -0.03500271961092949, -0.17274296283721924, -0.010771829634904861, 0.18385250866413116, 0.33019816875457764, 0.10629778355360031, 0.17553657293319702, 0.08088680356740952, -0.27605172991752625, 0.29797300696372986, -0.08858510851860046, -0.11462618410587311, -0.26697245240211487, 0.13665737211704254, -0.1894601285457611, -0.0732819139957428, 0.09444060921669006, 0.03082829900085926, -0.32774990797042847, 0.19041191041469574, -0.09355093538761139, -0.04666627198457718, -0.031596191227436066, 0.060224588960409164, -0.12546736001968384, 0.2838018536567688, -0.030073054134845734, 0.0580044761300087, 0.4831884205341339, 0.2663237452507019, 0.005807920824736357, -0.03563549369573593, -0.2512669265270233, 0.1788468211889267, -0.05958332121372223, 0.0013453493593260646, -0.07991351932287216]",2.7592022,-0.37490314
Sao Tome,0.46,6.74,"[0.23687277734279633, 0.17207558453083038, -0.18806463479995728, -0.21903176605701447, 0.07486307621002197, -0.6109070181846619, 0.0441020131111145, 0.423130601644516, 0.10441195964813232, 0.3257782459259033, 0.43090686202049255, 0.04194888100028038, 0.27174270153045654, 0.19717544317245483, -0.24783912301063538, 0.2683213949203491, -0.11875000596046448, -0.14139632880687714, 0.39285558462142944, -0.17177018523216248, 0.02938569337129593, 0.33392852544784546, 0.03427697718143463, 0.11411954462528229, 0.3559602200984955, 0.10666383802890778, 0.15123218297958374, -0.08007967472076416, 0.22667138278484344, -0.07951482385396957, -0.06091880425810814, 0.3963421583175659, -0.1054258793592453, -0.41006147861480713, -0.02226184867322445, 0.0666961520910263, 0.19761404395103455, -0.2769339680671692, 0.24203532934188843, -0.2225620150566101, -0.041290055960416794, -0.04954226315021515, 0.01519075222313404, 0.026512345299124718, -0.4369479715824127, 0.10617729276418686, -0.17695581912994385, -0.5873447060585022, -0.0331602618098259, -0.21426482498645782, -0.23727737367153168, -0.25275957584381104, -0.06907882541418076, 0.09061507135629654, 0.05858539044857025, -0.25505751371383667, -0.3080185353755951, 0.373545378446579, -0.27873536944389343, 0.10635966807603836, 0.1343560665845871, -0.24429625272750854, 0.4007503390312195, -0.36440539360046387, 0.030766228213906288, 0.058690145611763, 0.051004257053136826, -0.28190159797668457, -0.1258164495229721, -0.07177776098251343, 0.2048567235469818, 0.23898525536060333, -0.11953921616077423, -0.13339342176914215, 0.3284221589565277, -0.33250370621681213, 0.12836965918540955, 0.01063320692628622, -0.23431332409381866, -0.06710967421531677, 0.2585752606391907, -0.24673300981521606, 0.21500156819820404, -0.1382591873407364, 0.19125103950500488, -0.027533413842320442, -0.08687486499547958, 0.3780062198638916, 0.38120073080062866, 0.07250280678272247, -0.38456329703330994, -0.00791783258318901, -0.13764220476150513, -0.27913588285446167, 0.15459972620010376, 0.4889879822731018, -0.3057463467121124, -0.3119398057460785, -0.22659364342689514, -0.21943452954292297, -0.02038543112576008, -0.1912091076374054, -0.4624541401863098, -0.054720647633075714, 0.09312640875577927, -0.28643807768821716, -0.15526658296585083, -0.3314998745918274, -0.11522559821605682, -0.177202507853508, -0.34398263692855835, 0.2636779844760895, -0.14081445336341858, -0.17218998074531555, -0.2513212263584137, 0.15838642418384552, -0.12656058371067047, 0.16255350410938263, 0.16206124424934387, 0.19397127628326416, 0.012028834782540798, 0.17965520918369293, -0.07320243865251541, 0.7821571230888367, 0.3084366023540497, 0.05126991868019104, -0.5145220756530762, 0.04347189515829086, -0.37549105286598206, -0.001230608788318932, -0.193705216050148, 0.4282740354537964, 0.09036857634782791, 0.2689848840236664, 0.009357796050608158, 0.4016691744327545, -0.02841188572347164, -0.5795289278030396, -0.31964123249053955, -0.15700434148311615, -0.030468657612800598, 0.13410745561122894, 0.033077895641326904, 0.5425950884819031, -0.2739144265651703, -0.11055450141429901, 0.46994832158088684, -0.4230296313762665, 0.04349673166871071, -0.13560107350349426, 0.29357993602752686, 0.08594856411218643, 0.18833814561367035, 0.006967814639210701, 0.37194594740867615, 0.5232709050178528, 0.04349972680211067, 0.12564533948898315, -0.5725558996200562, 0.33282628655433655, 0.1575068086385727, -0.15313605964183807, 0.06056256964802742, -0.10481912642717361, -0.39165884256362915, -0.15311437845230103, -0.19023752212524414, -0.11838983744382858, -0.16224855184555054, 0.10747309774160385, 0.3229794204235077, 0.16777914762496948, 0.27459821105003357, 0.20139643549919128, 0.1439656913280487, -0.02953118272125721, -0.20625710487365723, -0.22513996064662933, -0.1816873699426651, -0.04064742103219032, -0.30875688791275024, -0.47929924726486206, 0.2702670693397522, -0.33659428358078003, -0.5839149355888367, -0.3734663724899292, -0.34306836128234863, 0.12017622590065002, -0.3390941619873047, 0.10203583538532257, 0.038944363594055176, -0.17516209185123444, 0.01194062177091837, 0.4824027717113495, 0.16639813780784607, 0.11179764568805695, 0.3014802634716034, 0.11426189541816711, 0.19271789491176605, 0.20724590122699738, -0.2643454670906067, 0.614126443862915, 0.11297421157360077, -0.07131759822368622, 0.4481019675731659, 0.2455672323703766, -0.15591588616371155, 0.5704997181892395, -0.5139268040657043, 0.37678343057632446, 0.6917704343795776, -0.5465376377105713, -0.4276839792728424, -0.22398343682289124, -0.13057519495487213, -0.14539431035518646, 0.05741016939282417, -0.25625529885292053, 0.3366955816745758, 0.0022573110181838274, -0.12483381479978561, -0.26047641038894653, -0.053323302417993546, -0.2045326828956604, -0.1116153746843338, -0.2808390259742737, 0.3934718668460846, 0.25485146045684814, 0.2410983294248581, 0.3282220959663391, -0.5479664206504822, -0.41920605301856995, 0.05377628281712532, 0.08854565769433975, 0.012320026755332947, -0.2846866548061371, -0.3245561420917511, -0.2883628010749817, -0.1700693517923355, 0.24089674651622772, -0.17094194889068604, -0.40279629826545715, 0.07953625917434692, -0.42394524812698364, 0.2485579550266266, -0.0583825558423996, -0.19295841455459595, 0.3625301122665405, 0.33694300055503845, -0.16283303499221802, 0.16616998612880707, 0.08879721164703369, 0.25083687901496887, 0.3326348066329956, -0.08738233894109726, 0.44318151473999023, 0.22887901961803436, 0.4665367901325226, 0.34003886580467224, -0.215444415807724, 0.019544577226042747, -0.06241883710026741, -0.17618097364902496, 0.23193281888961792, 0.35290464758872986, -0.3328774869441986, -0.10239818692207336, 0.13795731961727142, 0.31585565209388733, 0.02484702691435814, -0.13378584384918213, 0.290770947933197, 0.13998930156230927, -0.08683537691831589, 0.3817315101623535, 0.5979096293449402, -0.4879278540611267, 0.1471729874610901, 0.1262398064136505, 0.20900870859622955, 0.11936754733324051, 0.1940775215625763, 0.1603878140449524, -0.05652514845132828, -0.019477689638733864, -0.11756148189306259, -0.5012253522872925, 0.8219214677810669, 0.10645023733377457, 0.3055499792098999, -0.10381898283958435, -0.455576092004776, -0.09477173537015915, -0.3640868663787842, -0.41300639510154724, 0.26575177907943726, 0.04959837719798088, 0.06150354444980621, -0.3585737347602844, -0.029494473710656166, -0.11521803587675095, -0.06635167449712753, 0.08797217160463333, 0.06017375364899635, 0.038376156240701675, -0.41065600514411926, 0.24934297800064087, -0.03954027593135834, -0.3363517224788666, -0.37949317693710327, 0.48194581270217896, -0.01956489123404026, -0.18627645075321198, 0.192470982670784, 0.413474440574646, 0.48951050639152527, 0.04272555932402611, 0.061158888041973114, 0.3587140738964081, 0.18256822228431702, 0.3072754442691803, 0.140247642993927, -0.1436094492673874, -0.3258589506149292, -0.3355658948421478, -0.4629092216491699, -0.06543008238077164, -0.19839584827423096, 0.21879339218139648, 0.21295587718486786, -0.22870990633964539, -0.026571346446871758, -0.13014964759349823, -0.06860464811325073, 0.02215615287423134, -0.3684753477573395, 0.023027388378977776, -0.19363291561603546, 0.08853667974472046, -0.1270664632320404, -0.026298748329281807, -0.5556061863899231, -0.2405187487602234, -0.44040927290916443, -0.4811806082725525, -0.22389815747737885, -0.014015407301485538, 0.21693281829357147, -0.2949627637863159, 0.16457810997962952, -0.41032785177230835, 0.2744634449481964, -0.29395347833633423, -0.3034047484397888, -0.011132914572954178, -0.28387460112571716, -0.013671467080712318, -0.20284385979175568, -0.22697386145591736, 0.21239016950130463, 0.22874213755130768, -0.5297453999519348, 0.061499420553445816, -0.1801133155822754, -0.054092321544885635, -0.41921883821487427, -0.15460723638534546, -0.38597822189331055, -0.13765443861484528, -0.09451145678758621, -0.20803450047969818, -0.19126377999782562, -0.06926275044679642, 0.25496524572372437, 0.26565617322921753, -0.031077684834599495, -0.1768590658903122, -0.08505728095769882, -0.22469723224639893, -0.5975013375282288, 0.05932686850428581, 0.30765554308891296, -0.31957554817199707, 0.05712813511490822, -0.327607125043869, 0.38180169463157654, 0.4685196578502655, 0.2209414690732956, -0.5188664793968201, 0.18333502113819122, 0.2616017162799835, -0.014100674539804459, -0.3742152154445648, 0.013532997108995914, -0.1094011440873146, 0.16440369188785553, -0.01076255552470684, 0.40498271584510803, -0.11275217682123184, -0.010588770732283592, 0.053233202546834946, 0.04847639426589012, 0.21437864005565643, -0.3005787134170532, 0.05866645276546478, 0.00610255915671587, 0.048675764352083206, -0.4361833930015564, -0.20263102650642395, -0.32684406638145447, 0.22601643204689026, -0.335501104593277, 0.10867522656917572, -0.27097123861312866, -0.3631591498851776, 0.2156665176153183, -0.17907540500164032, 0.06246503069996834, 0.09996739774942398, 0.19875472784042358, -0.03219074383378029, -0.049169912934303284, 0.08621346950531006, -0.3134666085243225, 0.45365840196609497, -0.1670658439397812, 0.3341928720474243, -0.28925809264183044, -0.08788475394248962, 0.1618785858154297, -0.30025219917297363, 0.3083866238594055, 0.2972816824913025, 0.4012651741504669, 0.05120611563324928, 0.45692574977874756, 0.15241895616054535, 0.3975132405757904, -0.24133875966072083, 0.24959836900234222, 0.4741722643375397, -0.25340625643730164, -0.570514976978302, 0.2650516927242279, 0.043387919664382935, -0.6625255942344666, 0.2939673960208893, 0.05295031890273094, 0.15919229388237, 0.17654180526733398, -0.3673490583896637, -0.38034552335739136, -0.06468412280082703, -0.30131596326828003, 0.5251784920692444, -0.0887373685836792, -0.3493281304836273, -0.12632623314857483, 0.22499892115592957, -0.19751642644405365, -0.5404523015022278, -0.1485052853822708, 0.4051961898803711, -0.12434958666563034, 0.39054790139198303, 0.32296648621559143, 0.2235763669013977, 0.07282551378011703, 0.061684880405664444, -0.08578260242938995, 0.3631070554256439, 0.22686530649662018, 0.44543492794036865, -0.5230938792228699, -0.21164412796497345, 0.26516076922416687, -0.2270837277173996, 0.17154647409915924, 0.5415813326835632, 0.14562776684761047, -0.1413809061050415, -0.020673729479312897, 0.11722273379564285, -0.062005285173654556, 0.029323384165763855, 0.2750512361526489, 0.027218647301197052, -0.5623208284378052, 0.04624829813838005, -0.09539639949798584, -0.3419025242328644, 0.100013367831707, -0.2846047282218933, -0.17064906656742096, 0.39224696159362793, -0.20722229778766632, -0.32203608751296997, -0.219698965549469, 0.3378506004810333, -0.08797185868024826, 0.6821144819259644, -0.4368201792240143, -0.367709755897522, 0.39899614453315735, 0.3240834176540375, 0.1085551306605339, 0.2947884202003479, -0.1604810506105423, 0.1354193240404129, -0.08546712249517441, -0.18993984162807465, -0.09064431488513947]",-3.3642719,-1.7966676
